,Participant Private ID,Participant Status,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,display,Button A,Button B,Correct answer,Zuweisung_Mitspieler(in),KeepAmount,partnerAnswer,Image,Timelag_decision,Timelag_next participant
3038,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,60.0,40,1.0,decision,response_button_text,1722.7999999523165,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""imPACT""",0.5,1,Feedback cooperate.png,1009.0,3597.0
3046,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,41.0,41,1.0,decision,response_button_text,1587.7999999523165,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ironMaan""",0.5,0,Feddback Abuse.png,1202.0,1519.0
3054,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,33.0,42,1.0,decision,response_button_text,945.2000000476836,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ivette""",0.5,1,Feedback cooperate.png,1726.0,2547.0
3062,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,56.0,43,1.0,decision,response_button_text,1585.0999999046326,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""pusher""",0.5,1,Feedback cooperate.png,3350.0,3806.0
3068,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,59.0,44,1.0,decision,response_button_text,1798.2000000476835,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Fatima""",0.5,1,Feedback cooperate.png,3231.0,1539.0
3076,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,49.0,45,1.0,decision,response_button_text,3790.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""CMPdavid""",0.5,1,Feedback cooperate.png,3717.0,2725.0
3084,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,61.0,46,1.0,decision,response_button_text,1969.8999998569489,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""lilly""",0.5,0,Feddback Abuse.png,3380.0,1059.0
3090,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,40.0,47,1.0,decision,response_button_text,1466.7999999523165,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""fatima""",0.5,1,Feedback cooperate.png,3045.0,1900.0
3098,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,62.0,48,1.0,decision,response_button_text,2498.4000000953674,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""olaf""",0.5,1,Feedback cooperate.png,3639.0,1613.0
3104,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,54.0,49,1.0,decision,response_button_text,1298.6000001430511,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""????""",0.5,1,Feedback cooperate.png,1693.0,3272.0
3110,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,44.0,50,1.0,decision,response_button_text,1707.4000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""shallweplay""",0.5,1,Feedback cooperate.png,1794.0,2392.0
3118,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,46.0,51,1.0,decision,response_button_text,2258.600000143051,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""plethoraa""",0.5,1,Feedback cooperate.png,2654.0,3336.0
3126,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,51.0,52,1.0,decision,response_button_text,1704.8999998569489,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""michi""",0.5,1,Feedback cooperate.png,2439.0,1762.0
3134,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,52.0,53,1.0,decision,response_button_text,1014.7000000476836,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Carsten""",0.5,1,Feedback cooperate.png,1157.0,1162.0
3142,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,55.0,54,1.0,decision,response_button_text,914.2999999523164,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""quatschkopf""",0.5,1,Feedback cooperate.png,1000.0,2253.0
3150,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,42.0,55,1.0,decision,response_button_text,1181.7999999523165,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""swap""",0.5,1,Feedback cooperate.png,2651.0,3030.0
3158,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,57.0,56,1.0,decision,response_button_text,1147.9000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Uli""",0.5,0,Feddback Abuse.png,1135.0,1147.0
3166,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,43.0,57,1.0,decision,response_button_text,1434.2999999523165,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""katja""",0.5,1,Feedback cooperate.png,1289.0,2955.0
3174,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,58.0,58,1.0,decision,response_button_text,1831.7999999523165,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""özclan""",0.5,1,Feedback cooperate.png,2681.0,2308.0
3180,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,38.0,59,1.0,decision,response_button_text,1258.7000000476835,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""XMP""",0.5,0,Feddback Abuse.png,2108.0,1718.0
3188,9118973.0,complete,TrustGame_final,11.0,Negative-to-positive,Negative-to-positive,45.0,60,1.0,decision,response_button_text,1760.5999999046326,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ölsmc""",0.5,1,Feedback cooperate.png,3016.0,2201.0
14,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,16.0,1,1.0,decision,response_button_text,2992.4000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""666""",0.5,1,Feedback cooperate.png,1400.0,2412.0
22,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,11.0,2,1.0,decision,response_button_text,2467.200000047684,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""collin""",0.5,0,Feddback Abuse.png,1464.0,2429.0
30,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,7.0,3,1.0,decision,response_button_text,2763.899999856949,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""sdlfn""",0.5,1,Feedback cooperate.png,2402.0,1550.0
38,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,4.0,4,1.0,decision,response_button_text,2462.899999856949,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Daniel""",0.5,1,Feedback cooperate.png,1277.0,2339.0
46,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,10.0,5,1.0,decision,response_button_text,2690.700000047684,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Zoe""",0.5,1,Feedback cooperate.png,2214.0,3853.0
54,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,26.0,6,1.0,decision,response_button_text,6401.5,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Ppwjer""",0.5,1,Feedback cooperate.png,1245.0,2058.0
60,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,5.0,7,1.0,decision,response_button_text,2445.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""lisa""",0.5,0,Feddback Abuse.png,2146.0,2600.0
68,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,25.0,8,1.0,decision,response_button_text,4946.700000047684,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ines""",0.5,1,Feedback cooperate.png,1442.0,3412.0
74,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,31.0,9,1.0,decision,response_button_text,3110.099999904633,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""max""",0.5,0,Feddback Abuse.png,3837.0,1705.0
82,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,6.0,10,1.0,decision,response_button_text,1241.2000000476835,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""memphis""",0.5,1,Feedback cooperate.png,1490.0,2529.0
90,9113722.0,complete,TrustGame_final,11.0,Positive-to-negative,Positive-to-negative,13.0,11,1.0,decision,response_button_text,5380.699999809265,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""TryMe""",0.5,1,Feedback cooperate.png,2773.0,1308.0
